Constraints(%),algorithm,ACC,Purity,F-1,ARI,NMI,RI,cost,runtime
10%,matching,0.5415706,0.7967795,0.5522053,0.9951591,0.35403958,0.667059,2.201734,1.50E+11
10%,matching,0.5482434,0.7539384,0.5450987,0.99556667,0.30046475,0.6353775,2.1248658,1.41E+11
10%,matching,0.49161643,0.7053118,0.5218165,0.99542814,0.26567957,0.6107523,2.0878096,7.00E+11
10%,matching,0.60448104,0.8274096,0.58929026,0.99563706,0.3763336,0.6910176,2.230759,2.74E+11
10%,matching,0.56768495,0.7984613,0.5671066,0.9954603,0.3493089,0.6714206,2.2260947,2.70E+11
10%,matching,0.5054531,0.71300876,0.52323496,0.99549055,0.2743145,0.6084298,2.1460214,3.50E+11
10%,matching,0.6074185,0.8524279,0.61149055,0.99600965,0.40537295,0.70072186,1.9885972,3.39E+11
10%,matching,0.51968443,0.72362214,0.5297317,0.99533874,0.26649693,0.6280018,2.2302897,4.21E+11
10%,matching,0.5415706,0.7967795,0.5522053,0.9951591,0.35403958,0.667059,2.201734,1.50E+11
10%,matching,0.58460814,0.7827078,0.5747658,0.99551505,0.360502,0.6785122,2.168457,5.42E+11
10%,matching,0.56768495,0.7984613,0.5671066,0.9954603,0.3493089,0.6714206,2.2260947,2.68E+11
10%,matching,0.54188627,0.72478664,0.5043556,0.99563205,0.22656256,0.5663385,2.1248658,2.02E+11
10%,matching,0.6014033,0.8525647,0.60496557,0.99589914,0.40897864,0.698008,1.9885972,3.12E+11
10%,matching,0.58833826,0.79630077,0.5856441,0.9955978,0.34989256,0.68830055,2.230759,2.76E+11
10%,matching,0.5054531,0.71300876,0.52323496,0.99549055,0.2743145,0.6084298,2.1460214,3.55E+11
10%,matching,0.5642073,0.79728633,0.5666507,0.9954556,0.34788135,0.67106843,2.2260947,2.60E+11
10%,matching,0.5430174,0.7923742,0.554343,0.99504715,0.33500975,0.6745299,2.2302897,4.22E+11
10%,matching,0.5979836,0.78949636,0.60523915,0.99610806,0.3616925,0.68643594,2.0878096,7.00E+11
10%,matching,0.55069506,0.8000484,0.55877167,0.9952236,0.35394076,0.6722368,2.201734,1.54E+11
10%,matching,0.5814813,0.78079104,0.5487982,0.9955053,0.35689312,0.6444502,2.168457,5.32E+11
10%,matching,0.55032504,0.7972302,0.54260886,0.99504197,0.3412041,0.6605307,2.2260947,2.72E+11
10%,matching,0.62995356,0.85243493,0.61361474,0.9960456,0.40847594,0.7015858,1.9885972,3.54E+11
10%,matching,0.53366315,0.71300876,0.555,0.995971,0.277226,0.62032604,2.1460214,3.53E+11
10%,matching,0.5245667,0.73050195,0.5394996,0.99554867,0.26362792,0.6284706,2.1248658,1.56E+11
10%,matching,0.6161502,0.819169,0.5930856,0.99572146,0.37098747,0.69170344,2.230759,2.75E+11
10%,matching,0.51267135,0.71373653,0.51959705,0.99526864,0.2568822,0.61810046,2.2302897,4.33E+11
10%,matching,0.5415706,0.7967795,0.5522053,0.9951591,0.35403958,0.667059,2.201734,1.52E+11
10%,matching,0.5575275,0.8016969,0.5645946,0.9953661,0.3519285,0.6728519,2.2260947,2.79E+11
10%,matching,0.49161643,0.7053118,0.5218165,0.99542814,0.26567957,0.6107523,2.0878096,7.05E+11
10%,matching,0.58460814,0.7827078,0.5747658,0.99551505,0.360502,0.6785122,2.168457,5.46E+11
10%,matching,0.62844884,0.8537765,0.6141079,0.99603623,0.41611454,0.7027538,1.9885972,3.88E+11
10%,matching,0.5054531,0.71300876,0.52323496,0.99549055,0.2743145,0.6084298,2.1460214,3.64E+11
10%,matching,0.56054735,0.788004,0.56892157,0.995329,0.33796784,0.6799783,2.2260947,2.86E+11
10%,matching,0.51267135,0.71373653,0.51959705,0.99526864,0.2568822,0.61810046,2.2302897,4.54E+11
10%,matching,0.53555715,0.7293585,0.52429223,0.9953464,0.26320767,0.6198322,2.1248658,1.43E+11
10%,matching,0.5830175,0.81789404,0.5470324,0.99493164,0.35914004,0.6706009,2.230759,2.92E+11
10%,matching,0.55049163,0.8002904,0.56666136,0.9953565,0.36066994,0.6759054,2.201734,1.59E+11
10%,matching,0.60691345,0.77495295,0.5640442,0.9958059,0.33742476,0.6469203,2.168457,4.04E+11
10%,matching,0.55032504,0.7972302,0.54260886,0.99504197,0.3412041,0.6605307,2.2260947,3.07E+11
10%,matching,0.6194261,0.8509653,0.612268,0.99602336,0.40469953,0.70100915,1.9885972,3.64E+11
10%,matching,0.5054531,0.71300876,0.52323496,0.99549055,0.2743145,0.6084298,2.1460214,3.76E+11
10%,matching,0.55069506,0.8000484,0.55877167,0.9952236,0.35394076,0.6722368,2.201734,1.70E+11
10%,matching,0.51968443,0.72819054,0.5301673,0.99532706,0.2682257,0.6293229,2.2302897,4.63E+11
10%,matching,0.5601756,0.80854505,0.56590337,0.9953746,0.3422489,0.6740958,2.1248658,1.45E+11
10%,matching,0.53755987,0.70531005,0.5752534,0.9962177,0.27038756,0.6320107,2.0878096,7.47E+11
10%,matching,0.5830175,0.81789404,0.5470324,0.99493164,0.35914004,0.6706009,2.230759,3.02E+11
10%,matching,0.54487807,0.72912353,0.54489356,0.99569434,0.26876304,0.62629455,2.2260947,3.71E+11
10%,matching,0.59620184,0.8524402,0.56838447,0.99529755,0.39647925,0.68072873,1.9885972,3.70E+11
10%,matching,0.5814813,0.78079104,0.5487982,0.9955053,0.35689312,0.6444502,2.168457,5.94E+11
10%,matching,0.5054531,0.71300876,0.52323496,0.99549055,0.2743145,0.6084298,2.1460214,3.91E+11
10%,matching,0.5490887,0.8006692,0.570275,0.99530137,0.366275,0.68286806,2.201734,1.77E+11
10%,matching,0.56054735,0.788004,0.56892157,0.995329,0.33796784,0.6799783,2.2260947,3.22E+11
10%,matching,0.53555715,0.7293585,0.52429223,0.9953464,0.26320767,0.6198322,2.1248658,1.46E+11
10%,matching,0.5257592,0.72046727,0.53264177,0.9953658,0.26671425,0.630413,2.2302897,6.54E+11
10%,matching,0.5830175,0.81789404,0.5470324,0.99493164,0.35914004,0.6706009,2.230759,3.09E+11
10%,matching,0.59620184,0.8524402,0.56838447,0.99529755,0.39647925,0.68072873,1.9885972,3.93E+11
10%,matching,0.54759276,0.80018693,0.5636914,0.9953108,0.35529387,0.67433286,2.201734,1.86E+11
10%,matching,0.49161643,0.7053118,0.5218165,0.99542814,0.26567957,0.6107523,2.0878096,8.06E+11
10%,matching,0.5917527,0.7804631,0.56485,0.9957601,0.36098814,0.65114963,2.168457,6.06E+11
10%,matching,0.543675,0.73126304,0.5450219,0.99568856,0.27134228,0.626907,2.2260947,4.13E+11
10%,matching,0.5318007,0.711455,0.55459416,0.99594265,0.2681295,0.6220653,2.2306526,3.98E+11
10%,matching,0.53555715,0.7293585,0.52429223,0.9953464,0.26320767,0.6198322,2.1248658,1.57E+11
10%,matching,0.4904818,0.72910947,0.52846116,0.99518615,0.26334715,0.635155,2.2302897,5.33E+11
10%,matching,0.5894536,0.8524507,0.60189766,0.9958577,0.40484565,0.69616073,1.9885972,3.95E+11
10%,matching,0.5830175,0.81789404,0.5470324,0.99493164,0.35914004,0.6706009,2.230759,3.09E+11
10%,matching,0.55032504,0.7972302,0.54260886,0.99504197,0.3412041,0.6605307,2.2260947,3.61E+11
10%,matching,0.53630245,0.81945837,0.55134237,0.99491936,0.36460647,0.67614883,2.201734,1.87E+11
10%,matching,0.5315762,0.71147954,0.55500007,0.9959463,0.26859105,0.6224173,2.2306526,3.93E+11
10%,matching,0.5719499,0.79135007,0.5643356,0.99547035,0.34784633,0.667312,2.168457,6.03E+11
10%,matching,0.49161643,0.7053118,0.5218165,0.99542814,0.26567957,0.6107523,2.0878096,8.06E+11
10%,matching,0.53555715,0.7293585,0.52429223,0.9953464,0.26320767,0.6198322,2.1248658,1.62E+11
10%,matching,0.5872229,0.8524507,0.60144484,0.99585164,0.40425366,0.69588655,1.9885972,3.92E+11
10%,matching,0.55032504,0.7972302,0.54260886,0.99504197,0.3412041,0.6605307,2.2260947,3.74E+11
10%,matching,0.51267135,0.71373653,0.51959705,0.99526864,0.2568822,0.61810046,2.2302897,5.35E+11
10%,matching,0.55069506,0.8000484,0.55877167,0.9952236,0.35394076,0.6722368,2.201734,1.93E+11
10%,matching,0.5830175,0.81789404,0.5470324,0.99493164,0.35914004,0.6706009,2.230759,3.08E+11
10%,matching,0.5054531,0.71300876,0.52323496,0.99549055,0.2743145,0.6084298,2.1460214,3.95E+11
10%,matching,0.51012325,0.78557336,0.5416526,0.9950968,0.32385692,0.65681297,2.0991924,4.15E+11
10%,matching,0.56768495,0.7984613,0.5671066,0.9954603,0.3493089,0.6714206,2.2260947,3.62E+11
10%,matching,0.59620184,0.8524402,0.56838447,0.99529755,0.39647925,0.68072873,1.9885972,3.89E+11
10%,matching,0.5493763,0.79775107,0.5658281,0.99533176,0.3586611,0.67602074,2.201734,1.71E+11
10%,matching,0.5506144,0.731612,0.5432785,0.99563646,0.26652122,0.62800604,2.1248658,1.57E+11
10%,matching,0.51267135,0.71373653,0.51959705,0.99526864,0.2568822,0.61810046,2.2302897,5.37E+11
10%,matching,0.55032504,0.7972302,0.54260886,0.99504197,0.3412041,0.6605307,2.2260947,3.31E+11
10%,matching,0.53677595,0.72984606,0.5775869,0.996085,0.2905804,0.6470079,2.0878096,7.98E+11
10%,matching,0.5921455,0.81663316,0.5852582,0.9955673,0.36704487,0.6892717,2.230759,3.09E+11
10%,matching,0.53300726,0.7304265,0.5603513,0.995819,0.29672456,0.6405429,2.1460214,3.95E+11
10%,matching,0.5132448,0.80054647,0.5449204,0.9949842,0.33283302,0.6658874,2.0991924,4.96E+11
10%,matching,0.59620184,0.8524402,0.56838447,0.99529755,0.39647925,0.68072873,1.9885972,3.78E+11
10%,matching,0.562615,0.7910449,0.5759765,0.995721,0.34583458,0.6691115,2.2019377,1.13E+11
10%,matching,0.61164665,0.78074545,0.60482925,0.99638486,0.37481648,0.66597015,2.221897,1.66E+11
10%,matching,0.5326127,0.8003553,0.57462627,0.9954849,0.3421351,0.67981035,2.0991924,2.02E+11
10%,matching,0.49672848,0.71296495,0.51929075,0.9952462,0.25022644,0.6190717,2.2260947,4.78E+11
10%,matching,0.56768495,0.7984613,0.5671066,0.9954603,0.3493089,0.6714206,2.2260947,3.62E+11
10%,matching,0.51267135,0.71373653,0.51959705,0.99526864,0.2568822,0.61810046,2.2302897,5.21E+11
10%,matching,0.5326127,0.8003553,0.57462627,0.9954849,0.3421351,0.67981035,2.0991924,2.03E+11
10%,matching,0.5054531,0.71300876,0.52323496,0.99549055,0.2743145,0.6084298,2.1460214,4.10E+11
10%,matching,0.58714396,0.8524507,0.6014296,0.99585146,0.40423355,0.6958773,1.9885972,3.74E+11
10%,matching,0.5621011,0.8028894,0.566171,0.9953619,0.3448692,0.675037,2.2260947,3.26E+11
10%,matching,0.5485538,0.8019108,0.5658221,0.9953211,0.3514966,0.6765068,2.201734,2.17E+11
10%,matching,0.49161643,0.7053118,0.5218165,0.99542814,0.26567957,0.6107523,2.0878096,7.92E+11
10%,matching,0.49672848,0.71296495,0.51929075,0.9952462,0.25022644,0.6190717,2.2260947,4.81E+11
10%,matching,0.51267135,0.71373653,0.51959705,0.99526864,0.2568822,0.61810046,2.2302897,5.09E+11
10%,matching,0.53445584,0.7265035,0.5437627,0.9957657,0.2848035,0.6191945,2.1460214,3.35E+11
10%,matching,0.6337187,0.8097025,0.68788064,0.99725604,0.329734,0.7262798,2.0991924,4.90E+11
10%,matching,0.55032504,0.7972302,0.54260886,0.99504197,0.3412041,0.6605307,2.2260947,3.38E+11
10%,matching,0.59620184,0.8524402,0.56838447,0.99529755,0.39647925,0.68072873,1.9885972,3.72E+11
10%,matching,0.5673377,0.78036314,0.5689929,0.99551606,0.37486932,0.6710114,2.221897,7.85E+11
10%,matching,0.5415706,0.7967795,0.5522053,0.9951591,0.35403958,0.667059,2.201734,1.81E+11
10%,matching,0.5012846,0.73592436,0.5277186,0.9953029,0.2802491,0.6273793,2.2260947,4.63E+11
10%,matching,0.55032504,0.7972302,0.54260886,0.99504197,0.3412041,0.6605307,2.2260947,3.30E+11
10%,matching,0.51267135,0.71373653,0.51959705,0.99526864,0.2568822,0.61810046,2.2302897,5.02E+11
10%,matching,0.5054531,0.71300876,0.52323496,0.99549055,0.2743145,0.6084298,2.1460214,3.81E+11
10%,matching,0.5415706,0.7967795,0.5522053,0.9951591,0.35403958,0.667059,2.201734,1.70E+11
10%,matching,0.5407428,0.7887563,0.54878306,0.9951639,0.33148015,0.66258276,2.0991924,4.30E+11
10%,matching,0.61026824,0.8524402,0.6116333,0.9960125,0.40556362,0.70075566,1.9885972,3.75E+11
10%,matching,0.49161643,0.7053118,0.5218165,0.99542814,0.26567957,0.6107523,2.0878096,7.71E+11
10%,matching,0.590483,0.8027614,0.59244347,0.99574983,0.3544676,0.68943816,2.2260947,2.04E+11
10%,matching,0.567727,0.7928319,0.5669484,0.99545974,0.33801845,0.67124385,2.2260947,3.59E+11
10%,matching,0.52851427,0.8176801,0.5655884,0.99532837,0.36497438,0.67588055,2.201734,1.78E+11
10%,matching,0.51267135,0.71373653,0.51959705,0.99526864,0.2568822,0.61810046,2.2302897,5.06E+11
10%,matching,0.59620184,0.8524402,0.56838447,0.99529755,0.39647925,0.68072873,1.9885972,3.69E+11
10%,matching,0.59360814,0.8086608,0.5826257,0.9957753,0.3673072,0.6750335,2.1460214,3.88E+11
10%,matching,0.55590004,0.7740884,0.5390213,0.99530613,0.33351165,0.6426511,2.221897,9.05E+11
10%,matching,0.64432687,0.80415905,0.6887737,0.9972694,0.3266847,0.7265298,2.0991924,5.52E+11
10%,matching,0.49672848,0.71296495,0.51929075,0.9952462,0.25022644,0.6190717,2.2260947,4.76E+11
10%,matching,0.5572574,0.80306125,0.55699813,0.9951081,0.34447452,0.67514604,2.2260947,3.51E+11
10%,matching,0.55049163,0.8002904,0.5666613,0.9953565,0.36066368,0.67590547,2.201734,1.82E+11
10%,matching,0.49161643,0.7053118,0.5218165,0.99542814,0.26567957,0.6107523,2.0878096,7.81E+11
10%,matching,0.626248,0.85685074,0.61205983,0.9959439,0.40870366,0.7049214,1.9885972,3.74E+11
10%,matching,0.5277093,0.7350107,0.55697846,0.99577063,0.28174612,0.638934,2.2306526,3.84E+11
10%,matching,0.51267135,0.71373653,0.51959705,0.99526864,0.2568822,0.61810046,2.2302897,5.21E+11
10%,matching,0.54609865,0.79901373,0.56106675,0.9953457,0.3456698,0.66937345,2.2260947,3.46E+11
10%,matching,0.5026262,0.7302459,0.5274806,0.99532104,0.2684343,0.6259398,2.2260947,4.76E+11
10%,matching,0.51288706,0.8001221,0.5473478,0.99491554,0.33381242,0.67162424,2.0991924,4.91E+11
10%,matching,0.5449675,0.82752013,0.56525624,0.99517465,0.3749381,0.6822423,2.201734,1.76E+11
10%,matching,0.56768495,0.7984613,0.5671066,0.9954603,0.3493089,0.6714206,2.2260947,3.47E+11
10%,matching,0.59620184,0.8524402,0.56838447,0.99529755,0.39647925,0.68072873,1.9885972,3.71E+11
10%,matching,0.57484,0.7871342,0.55969775,0.9957264,0.3672848,0.6459339,2.221897,7.65E+11
10%,matching,0.5054531,0.71300876,0.52323496,0.99549055,0.2743145,0.6084298,2.1460214,3.75E+11
10%,matching,0.51267135,0.71373653,0.51959705,0.99526864,0.2568822,0.61810046,2.2302897,5.20E+11
10%,matching,0.49161643,0.7053118,0.5218165,0.99542814,0.26567957,0.6107523,2.0878096,7.86E+11
10%,matching,0.5026262,0.7302459,0.5274806,0.99532104,0.2684343,0.6259398,2.2260947,4.76E+11
10%,matching,0.5132448,0.80054647,0.5449204,0.9949842,0.33283302,0.6658874,2.0991924,4.89E+11
10%,matching,0.55032504,0.7972302,0.54260886,0.99504197,0.3412041,0.6605307,2.2260947,3.60E+11
10%,matching,0.55035484,0.8368305,0.57335526,0.99527735,0.39016783,0.6876226,2.201734,1.78E+11
10%,matching,0.59620184,0.8524402,0.56838447,0.99529755,0.39647925,0.68072873,1.9885972,3.74E+11
10%,matching,0.58771044,0.8041696,0.57982713,0.9957591,0.36072564,0.672158,2.1460214,3.75E+11
10%,matching,0.51948977,0.7386496,0.5301856,0.9952492,0.27404734,0.6339331,2.2302897,5.21E+11
10%,matching,0.5669764,0.8153319,0.5672599,0.99539804,0.35717455,0.67468333,2.2260947,3.40E+11
10%,matching,0.54581803,0.79179025,0.5496095,0.99508625,0.32705542,0.6671401,2.2260947,4.57E+11
10%,matching,0.51334655,0.8008586,0.54457927,0.99498814,0.33301106,0.6653056,2.0991924,4.92E+11
10%,matching,0.5482469,0.8130135,0.5668094,0.99530137,0.36212334,0.6786241,2.201734,1.77E+11
10%,matching,0.59620184,0.8524402,0.56838447,0.99529755,0.39647925,0.68072873,1.9885972,3.60E+11
10%,matching,0.49161643,0.7053118,0.5218165,0.99542814,0.26567957,0.6107523,2.0878096,7.79E+11
10%,matching,0.5317604,0.71141815,0.55458516,0.99594235,0.2680517,0.6220774,2.2306526,3.82E+11
10%,matching,0.5676884,0.81806064,0.5680529,0.99541324,0.36177933,0.6749518,2.2260947,3.50E+11
10%,matching,0.56763405,0.7337954,0.5118625,0.9956162,0.24148385,0.5804156,2.221897,1.05E+12
10%,matching,0.51267135,0.71373653,0.51959705,0.99526864,0.2568822,0.61810046,2.2302897,5.19E+11
10%,matching,0.54566544,0.7914658,0.549445,0.99508715,0.32676324,0.66689855,2.2260947,4.64E+11
10%,matching,0.5469281,0.8001677,0.5637123,0.9953107,0.35562864,0.6743624,2.201734,1.82E+11
10%,matching,0.5132448,0.80054647,0.5449204,0.9949842,0.33283302,0.6658874,2.0991924,4.90E+11
10%,matching,0.59620184,0.8524402,0.56838447,0.99529755,0.39647925,0.68072873,1.9885972,3.72E+11
10%,matching,0.5326127,0.8003553,0.57462627,0.9954849,0.3421351,0.67981035,2.0991924,2.03E+11
10%,matching,0.5054531,0.71300876,0.52323496,0.99549055,0.2743145,0.6084298,2.1460214,3.79E+11
10%,matching,0.574477,0.79845953,0.56892097,0.99537164,0.35775527,0.678019,2.1611347,3.58E+11
10%,matching,0.55069506,0.8000484,0.55877167,0.9952236,0.35394076,0.6722368,2.201734,1.85E+11
10%,matching,0.51267135,0.71373653,0.51959705,0.99526864,0.2568822,0.61810046,2.2302897,5.21E+11
10%,matching,0.49672848,0.71296495,0.51929075,0.9952462,0.25022644,0.6190717,2.2260947,4.64E+11
10%,matching,0.49161643,0.7053118,0.5218165,0.99542814,0.26567957,0.6107523,2.0878096,7.86E+11
10%,matching,0.59620184,0.8524402,0.56838447,0.99529755,0.39647925,0.68072873,1.9885972,3.68E+11
10%,matching,0.57442266,0.78609073,0.5600118,0.9956874,0.36577892,0.6489173,2.221897,7.59E+11
10%,matching,0.5132448,0.80054647,0.5449204,0.9949842,0.33283302,0.6658874,2.0991924,4.90E+11
10%,matching,0.5415706,0.7967795,0.5522053,0.9951591,0.35403958,0.667059,2.201734,1.76E+11
10%,matching,0.5054531,0.71300876,0.52323496,0.99549055,0.2743145,0.6084298,2.1460214,3.76E+11
10%,matching,0.59479535,0.8086941,0.60719585,0.9958535,0.3788485,0.7032085,2.1611347,4.41E+11
10%,matching,0.61604846,0.85064965,0.611834,0.9960167,0.40343606,0.70079327,1.9885972,3.71E+11
10%,matching,0.49672848,0.71296495,0.51929075,0.9952462,0.25022644,0.6190717,2.2260947,4.65E+11
10%,matching,0.53224266,0.7854015,0.54964525,0.9950326,0.326043,0.6695129,2.2302897,5.21E+11
10%,matching,0.5415706,0.7967795,0.5522053,0.9951591,0.35403958,0.667059,2.201734,1.82E+11
10%,matching,0.5054531,0.71300876,0.52323496,0.99549055,0.2743145,0.6084298,2.1460214,3.78E+11
10%,matching,0.6189368,0.80090594,0.6535944,0.99684566,0.3160276,0.70596975,2.0991924,4.92E+11
10%,matching,0.49161643,0.7053118,0.5218165,0.99542814,0.26567957,0.6107523,2.0878096,7.96E+11
10%,matching,0.60368836,0.8518317,0.61706805,0.99595135,0.40227404,0.7109795,1.9885972,3.60E+11
10%,matching,0.5170013,0.7810839,0.5393913,0.99483126,0.3028952,0.6656465,2.2260947,4.62E+11
10%,matching,0.5976311,0.81142116,0.6062867,0.9957946,0.3804838,0.7049066,2.1611347,5.35E+11
10%,matching,0.57442266,0.78609073,0.5600118,0.9956874,0.36577892,0.6489173,2.221897,7.60E+11
10%,matching,0.51968443,0.72362214,0.5297317,0.99533874,0.26649693,0.6280018,2.2302897,5.17E+11
10%,matching,0.5343576,0.70844215,0.57530534,0.9962088,0.26943812,0.63291085,2.0878096,2.64E+11
10%,matching,0.5720008,0.79061174,0.5731412,0.9957257,0.34405476,0.6649534,2.1460214,3.77E+11
10%,matching,0.5132448,0.80054647,0.5449204,0.9949842,0.33283302,0.6658874,2.0991924,4.92E+11
10%,matching,0.60368836,0.8518317,0.61706805,0.99595135,0.40227404,0.7109795,1.9885972,3.65E+11
10%,matching,0.53139037,0.7971864,0.54200375,0.9948201,0.33284932,0.6691531,2.0953615,4.48E+11
10%,matching,0.51267135,0.71373653,0.51959705,0.99526864,0.2568822,0.61810046,2.2302897,5.19E+11
10%,matching,0.6019294,0.8077629,0.59905475,0.9957307,0.37720364,0.69884944,2.1611347,5.32E+11
10%,matching,0.5999249,0.7139189,0.6201638,0.9969227,0.21537271,0.6372099,2.2260947,6.66E+11
10%,matching,0.51251876,0.7141259,0.5553679,0.9958845,0.2791294,0.62801594,2.2306526,3.87E+11
10%,matching,0.52813375,0.81959337,0.56576085,0.99531823,0.36827117,0.6765629,2.201734,1.86E+11
10%,matching,0.6189368,0.80090594,0.6535944,0.99684566,0.3160276,0.70596975,2.0991924,4.90E+11
10%,matching,0.59620184,0.8524402,0.56838447,0.99529755,0.39647925,0.68072873,1.9885972,3.71E+11
10%,matching,0.56690276,0.78021055,0.5583897,0.9957132,0.36388725,0.6449144,2.221897,7.67E+11
10%,matching,0.58752626,0.7791443,0.60090846,0.9960709,0.35032958,0.6826492,2.0878096,7.74E+11
10%,matching,0.5712344,0.7865291,0.5918127,0.9957277,0.357619,0.6897487,2.1973755,3.04E+11
10%,matching,0.61533993,0.8249422,0.60529304,0.9959675,0.38078192,0.69476914,1.9885972,2.88E+11
10%,matching,0.53975374,0.8058777,0.5640042,0.99529034,0.35338858,0.67566484,2.201734,1.81E+11
10%,matching,0.5410462,0.78760415,0.547205,0.9950792,0.32203168,0.664508,2.2260947,4.66E+11
10%,matching,0.56271666,0.7876217,0.58458304,0.99571806,0.3480531,0.68081325,2.1973755,3.10E+11
10%,matching,0.5270991,0.7340076,0.5568444,0.9957746,0.28130034,0.6384544,2.2306526,3.90E+11
10%,matching,0.5758957,0.8080926,0.5695422,0.9953693,0.37346148,0.67890245,2.1611347,5.32E+11
10%,matching,0.5132448,0.80054647,0.5449204,0.9949842,0.33283302,0.6658874,2.0991924,4.92E+11
10%,matching,0.54652655,0.78686583,0.5448492,0.9950503,0.3417352,0.6629115,2.1973755,2.98E+11
10%,matching,0.5896149,0.8524507,0.6019315,0.9958582,0.40488553,0.69618094,1.9885972,3.73E+11
10%,matching,0.550888,0.78943676,0.56269956,0.99525356,0.35268086,0.6757207,2.1974628,1.19E+11
10%,matching,0.49161643,0.7053118,0.5218165,0.99542814,0.26567957,0.6107523,2.0878096,7.76E+11
10%,matching,0.5415706,0.7967795,0.5522053,0.9951591,0.35403958,0.667059,2.201734,1.85E+11
10%,matching,0.5673377,0.7800334,0.56690174,0.9955407,0.3737048,0.66696465,2.221897,7.61E+11
10%,matching,0.49672848,0.71296495,0.51929075,0.9952462,0.25022644,0.6190717,2.2260947,4.53E+11
10%,matching,0.53366315,0.71300876,0.555,0.995971,0.277226,0.62032604,2.1460214,3.83E+11
10%,matching,0.6443777,0.8012707,0.688872,0.9972737,0.32521483,0.7262875,2.0991924,4.92E+11
10%,matching,0.61164665,0.78609073,0.60658973,0.99636704,0.37884346,0.67019874,2.221897,1.48E+11
10%,matching,0.54652655,0.78686583,0.5448492,0.9950503,0.3417352,0.6629115,2.1973755,3.01E+11
10%,matching,0.6013156,0.80782783,0.6089434,0.99588096,0.38115668,0.70408124,2.1611347,5.41E+11
10%,matching,0.6020136,0.85266644,0.6051819,0.9959016,0.40934595,0.69816446,1.9885972,3.73E+11
10%,matching,0.545562,0.8001922,0.56335664,0.9953052,0.3552722,0.67417717,2.201734,1.87E+11
10%,matching,0.49672848,0.71296495,0.51929075,0.9952462,0.25022644,0.6190717,2.2260947,4.64E+11
10%,matching,0.53366315,0.71300876,0.555,0.995971,0.277226,0.62032604,2.1460214,3.83E+11
10%,matching,0.5704382,0.7869956,0.5872892,0.9957524,0.35121387,0.6825469,2.1973755,2.98E+11
10%,matching,0.5132448,0.80054647,0.5449204,0.9949842,0.33283302,0.6658874,2.0991924,4.91E+11
10%,matching,0.49161643,0.7053118,0.5218165,0.99542814,0.26567957,0.6107523,2.0878096,7.85E+11
10%,matching,0.59620184,0.8524402,0.56838447,0.99529755,0.39647925,0.68072873,1.9885972,3.68E+11
10%,matching,0.54652655,0.78686583,0.5448492,0.9950503,0.3417352,0.6629115,2.1973755,3.01E+11
10%,matching,0.60147524,0.8156107,0.5870616,0.9956994,0.37071645,0.68504095,2.21268,3.55E+11
10%,matching,0.5415706,0.7967795,0.5522053,0.9951591,0.35403958,0.667059,2.201734,1.74E+11
10%,matching,0.49672848,0.71296495,0.51929075,0.9952462,0.25022644,0.6190717,2.2260947,4.57E+11
10%,matching,0.6007334,0.8116509,0.6093891,0.99590033,0.38343295,0.703683,2.1611347,7.21E+11
10%,matching,0.5390961,0.73611027,0.5044983,0.9955233,0.2396698,0.5764194,2.221897,9.15E+11
10%,matching,0.6189368,0.80090594,0.6535944,0.99684566,0.3160276,0.70596975,2.0991924,4.93E+11
10%,matching,0.54652655,0.78686583,0.5448492,0.9950503,0.3417352,0.6629115,2.1973755,3.01E+11
10%,matching,0.6263041,0.85692793,0.6121494,0.99594516,0.40878978,0.704974,1.9885972,3.80E+11
10%,matching,0.54294723,0.7972162,0.56787086,0.9952362,0.35284212,0.68277717,2.201734,2.17E+11
10%,matching,0.49161643,0.7053118,0.5218165,0.99542814,0.26567957,0.6107523,2.0878096,7.91E+11
10%,matching,0.5022912,0.7376097,0.52805,0.99519575,0.26736605,0.6340691,2.2260947,4.56E+11
10%,matching,0.5756923,0.79724073,0.5878053,0.9957517,0.35150468,0.68326634,2.1973755,3.90E+11
10%,matching,0.5808728,0.81389385,0.5497753,0.99507976,0.3589582,0.6676296,2.21268,7.03E+11
10%,matching,0.5132448,0.80054647,0.5449204,0.9949842,0.33283302,0.6658874,2.0991924,4.87E+11
10%,matching,0.60002315,0.8287179,0.60906076,0.9958616,0.38979074,0.7051854,2.1611347,5.35E+11
10%,matching,0.59620184,0.8524402,0.56838447,0.99529755,0.39647925,0.68072873,1.9885972,3.85E+11
10%,matching,0.5415706,0.7967795,0.5522053,0.9951591,0.35403958,0.667059,2.201734,1.80E+11
10%,matching,0.54652655,0.78686583,0.5448492,0.9950503,0.3417352,0.6629115,2.1973755,3.01E+11
10%,matching,0.57484,0.7871342,0.55969775,0.9957264,0.3672848,0.6459339,2.221897,7.60E+11
10%,matching,0.49672848,0.71296495,0.51929075,0.9952462,0.25022644,0.6190717,2.2260947,4.62E+11
10%,matching,0.54652655,0.78686583,0.5448492,0.9950503,0.3417352,0.6629115,2.1973755,3.02E+11
10%,matching,0.6417928,0.8185762,0.70432955,0.9973141,0.35918692,0.74849296,2.0991924,4.91E+11
10%,matching,0.62994826,0.8524402,0.6069672,0.9959444,0.40414223,0.69824755,1.9885972,3.61E+11
10%,matching,0.49161643,0.7053118,0.5218165,0.99542814,0.26567957,0.6107523,2.0878096,7.88E+11
10%,matching,0.5748839,0.8086152,0.6004283,0.9957787,0.37665522,0.6982589,2.1611347,4.45E+11
