Constraints(%),algorithm,NMI,RI,cost,runtime
2%,greedy,0.033224903,0.1501682,7.071068,2.47E+07
2%,greedy,0.032068335,0.14876257,7.4161983,3.27E+07
2%,greedy,0.034794267,0.14877973,7.071068,3.28E+07
2%,greedy,0.033224903,0.1501682,7.071068,3.27E+07
2%,greedy,0.031536967,0.14876601,7.071068,2.47E+07
2%,greedy,0.03204167,0.14876257,7.071068,3.27E+07
2%,greedy,0.034953233,0.15019222,7.071068,2.51E+07
2%,greedy,0.031750288,0.1501579,7.4161983,2.47E+07
2%,greedy,0.031750288,0.1501579,7.4161983,3.30E+07
2%,greedy,0.033224903,0.1501682,7.071068,2.55E+07
2%,greedy,0.032068335,0.14876257,7.4161983,2.47E+07
2%,greedy,0.032960996,0.15016133,7.071068,2.46E+07
2%,greedy,0.032068335,0.14876257,7.4161983,2.47E+07
2%,greedy,0.22307408,0.64802974,7.745967,3.75E+07
